"X","a1","d","g","u"
"X524",0,0,0,1
"X525",1.0,3.0903846663042165,0.0,1
"X526",1.0,-3.3431441748572746,0.0,1
"X527",1.0,-4.822885361732279,0.0,1
"X528",0,0,0,1
"X529",0,0,0,1
"X530",1.0,-2.129311739126499,0.0,1
"X531",0,0,0,1
"X532",1.0,-3.3431441748572746,0.0,1
"X533",1.0,-4.097664300425352,0.0,1
"X534",0,0,0,1
"X535",0,0,0,1
"X536",0,0,0,1
"X537",0,0,0,1
"X538",1.0,-0.3749037795887351,0.0,1
"X539",0,0,0,1
"X540",1.0,2.014063539505137,0.0,1
"X541",1.0,-4.097664300425352,0.0,1
"X542",1.0,1.197275159347542,0.0,1
"X543",0,0,0,1
"X544",0,0,0,1
"X545",0,0,0,1
"X546",1.0,2.6955217695848543,0.0,1
"X547",0,0,0,1
"X548",1.0,1.8033135919734264,0.0,1
"X549",0,0,0,1
"X550",1.0,-3.09026295835069,0.0,1
"X551",0,0,0,1
"X552",0,0,0,1
"X553",1.0,-0.8348673594633678,0.0,1
"X554",1.0,-1.6129899942528971,0.0,1
"X555",0,0,0,1
"X556",0,0,0,1
"X557",0,0,0,1
"X558",1.0,-1.523860730777484,0.0,1
"X559",1.0,-3.09026295835069,0.0,1
"X560",1.0,4.097946616206407,0.0,1
"X561",1.0,4.823432817144997,0.0,1
"X562",1.0,0.1864754769126719,0.0,1
"X563",0,0,0,1
"X564",0,0,0,1
"X565",0,0,0,1
"X566",0,0,0,1
"X567",1.0,-3.09026295835069,0.0,1
"X568",0,0,0,1
"X569",0,0,0,1
"X570",1.0,-2.014004369083428,0.0,1
"X571",0,0,0,1
"X572",1.0,2.533195145054669,0.0,1
"X573",0,0,0,1
"X574",0,0,0,1
"X575",1.0,-2.533113746612221,0.0,1
"X576",1.0,-0.0620510936195255,0.0,1
"X577",1.0,-3.3431441748572746,0.0,1
"X578",1.0,-2.252970841642405,0.0,1
"X579",0,0,0,1
"X580",1.0,-0.5674731624921363,0.0,1
"X581",1.0,8.29894493036975e-06,0.0,1
"X582",1.0,0.2489842403555776,0.0,1
"X583",0,0,0,1
"X584",0,0,0,1
"X585",0,0,0,1
"X586",1.0,0.062084012080845,0.0,1
"X587",0,0,0,1
"X588",0,0,0,1
"X589",0,0,0,1
"X590",0,0,0,1
"X591",0,0,0,1
"X592",1.0,-4.822885361732279,0.0,1
"X593",0,0,0,1
"X594",0,0,0,1
"X595",1.0,-3.6611581873099777,0.0,1
"X596",1.0,-3.6611581873099777,0.0,1
"X597",0,0,0,1
"X598",0,0,0,1
"X599",1.0,0.9044177870986048,0.0,1
"X600",0,0,0,1
"X601",1.0,-4.097664300425352,0.0,1
"X602",0,0,0,1
"X603",0,0,0,1
"X604",0,0,0,1
"X605",1.0,-1.2751015699768815,0.0,1
"X606",1.0,-3.3431441748572746,0.0,1
"X607",0,0,0,1
"X608",1.0,-0.1864424038267554,0.0,1
"X609",1.0,-4.097664300425352,0.0,1
"X610",0,0,0,1
"X611",1.0,0.1864754769126719,0.0,1
"X612",1.0,1.2751434360598737,0.0,1
"X613",0,0,0,1
"X614",0,0,0,1
"X615",0,0,0,1
"X616",1.0,-4.822885361732279,0.0,1
"X617",0,0,0,1
"X618",0,0,0,1
"X619",1.0,-2.252970841642405,0.0,1
"X620",1.0,-2.878580263701729,0.0,1
"X621",0,0,0,1
"X622",0,0,0,1
"X623",0,0,0,1
"X624",1.0,-3.09026295835069,0.0,1
"X625",1.0,0.9752367415778332,0.0,1
"X626",0,0,0,1
"X627",1.0,1.7059872409890338,0.0,1
"X628",1.0,-0.3749037795887351,0.0,1
"X629",0,0,0,1
"X630",0,0,0,1
"X631",0,0,0,1
"X632",1.0,-0.3117416214186919,0.0,1
"X633",0,0,0,1
"X634",0,0,0,1
"X635",0,0,0,1
"X636",1.0,-0.9751988264163218,0.0,1
"X637",0,0,0,1
"X638",0,0,0,1
"X639",1.0,8.29894493036975e-06,0.0,1
"X640",0,0,0,1
"X641",1.0,-2.878580263701729,0.0,1
"X642",1.0,-3.3431441748572746,0.0,1
"X643",0,0,0,1
"X644",1.0,0.1242155454010714,0.0,1
"X645",0,0,0,1
"X646",1.0,-2.014004369083428,0.0,1
"X647",0,0,0,1
